"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairi_CD","Dairiten_NG","Blockdairi_CD","IchijiDairi_CD","SalsTokei_KBN","SitnDirtn_FLG","DaiSeisak_KBN","PrintI_CTL","PrintYK_CTL","Keikakutani_FLG","DairitenKenkei_KBN","RyutuBuin_CD","Kurini_FLG"
"22889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","静岡の代理店","","","","","3","","","","","","0"
"22890","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:16:58","PVU_EX_1400","itg39895","09/16/2025 14:16:58","PVU_EX_1400","13015","東邦薬品（株）静岡営業部","","","1","3","3","106","023","1","","ecl06507","1"
"23001","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:32:10","PVU_EX_1400","itg04213","05/08/2018 15:39:49","PVU_EX_1400","","株式会社東海メディエイト","","","","","1","","","","","","0"
"23002","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:28:28","PVU_EX_1400","itg41755","04/15/2024 13:28:28","PVU_EX_1400","23002","中北薬品（株）","","","3","3","3","104","022","5","","ecl08319","1"
"23003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:06:08","PVU_EX_1400","itg39895","09/16/2025 15:06:08","PVU_EX_1400","23048","（株）スズケン病院統轄部","23009","","3","3","1","","","1","","ecl09653","1"
"23009","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:06:36","PVU_EX_1400","itg39895","09/16/2025 15:06:36","PVU_EX_1400","23048","（株）スズケン名古屋営業部","23009","","3","3","3","101","026","1","","ecl09653","1"
"23017","12/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","23017","シーエス薬品（株）","23017","","3","3","2","108","027","","","","1"
"23047","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:26:44","PVU_EX_1400","itg45886","09/12/2025 10:26:44","PVU_EX_1400","23048","スズケングループ","","","","","3","","","","","","1"
"23048","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:25:35","PVU_EX_1400","itg39895","10/28/2024 16:39:29","PVU_EX_1400","23048","（株）スズケン","","","","","3","","","","","","1"
"23049","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:39:30","PVU_EX_1400","itg46273","09/12/2025 11:39:30","PVU_EX_1400","23048","（株）スズケンその他","13163","","3","","3","001","026","","","ecl10157","1"
"23052","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:26:36","PVU_EX_1400","itg41755","04/15/2024 13:26:36","PVU_EX_1400","13148","アルフレッサ（株）愛知","24012","","1","3","3","105","","5","","ecl08319","1"
"23074","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 13:45:49","PVU_EX_1400","itg35320","04/15/2020 13:45:49","PVU_EX_1400","","スズケン","","","3","3","3","117","001","","","","1"
"23075","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 15:40:45","PVU_EX_1400","itg40916","02/08/2019 15:40:45","PVU_EX_1400","","株）スズケン西日本営業部東","","","3","3","3","102","028","","","","1"
"23084","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/19/2018 19:02:54","PVU_EX_1400","itg04213","04/19/2018 19:02:54","PVU_EX_1400","27803","ＰＡＬＴＡＣ名古屋支社","23084","","2","","3","","","","","","0"
"23100","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 08:56:32","PVU_EX_1400","itg45886","04/03/2025 08:56:32","PVU_EX_1400","13159","メディセオ中部統括営業部","23100","","1","1","3","110","","1","","ecl09653","1"
"23525","10/09/2020 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","13803","（株）井田両国堂　名古屋","23525","","","","3","","","","","","0"
"23888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","愛知の代理店","","","","","3","","","","","","0"
"23889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","愛知の代理店","","","","","3","","","","","","0"
"23890","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:17:37","PVU_EX_1400","itg39895","09/16/2025 14:17:37","PVU_EX_1400","13015","東邦薬品（株）愛知営業部","","","1","3","3","103","023","1","","ecl09653","1"
"23891","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:06:20","PVU_EX_1400","itg04213","04/23/2018 16:06:20","PVU_EX_1400","13012","アルフレッサＨＣ中部支社","23891","","2","2","2","","","","","","0"
"24002","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:25:49","PVU_EX_1400","itg41755","04/15/2024 13:25:49","PVU_EX_1400","23048","（株）スズケン三重営業部","23009","","3","3","3","301","030","1","","ecl08319","1"
"24004","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:15:14","PVU_EX_1400","itg40916","02/08/2019 10:15:14","PVU_EX_1400","","丹平中田（株）東海営業部","24004","","1","1","3","","","","","","0"
"24011","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","13049","神宮薬品（株）","24011","13049","","3","3","","","","","","0"
"24012","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:25:03","PVU_EX_1400","itg41755","04/15/2024 13:25:03","PVU_EX_1400","13148","アルフレッサ（株）三重","24012","","1","3","3","303","","5","","ecl08319","1"
"24888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","三重の代理店","","","","","3","","","","","","0"
"24889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","三重の代理店","","","","","3","","","","","","0"
"24890","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:24:28","PVU_EX_1400","itg41755","04/15/2024 13:24:28","PVU_EX_1400","13015","東邦薬品（株）三重営業部","","","1","3","3","105","023","1","","ecl08319","1"
"25002","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:07:33","PVU_EX_1400","itg39895","09/16/2025 15:07:33","PVU_EX_1400","23048","（株）スズケン滋賀営業部","27014","","1","1","3","394","","5","","ecl05886","1"
"25007","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/15/2019 12:40:28","PVU_EX_1400","itg04213","04/15/2019 12:40:28","PVU_EX_1400","25007","（株）大正堂","","13013","1","1","3","090","090","","","","0"
"25008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:18:50","PVU_EX_1400","itg39895","09/16/2025 14:18:50","PVU_EX_1400","13015","東邦薬品（株）滋賀営業部","","","1","3","3","399","015","1","","ecl05886","1"
"25888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl07091","03/29/2018 18:50:00","803001","ecl07091","03/29/2018 18:50:00","803001","","滋賀の代理店","","","","","3","","","","","","0"
"25889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","滋賀の代理店","","","","","3","","","","","","0"
"26008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:35:58","PVU_EX_1400","itg39895","09/16/2025 14:35:58","PVU_EX_1400","13148","アルフレッサ（株）京滋","27004","","1","3","3","391","005","5","","ecl05886","1"
"26011","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:08:00","PVU_EX_1400","itg39895","09/16/2025 15:08:00","PVU_EX_1400","23048","（株）スズケン京都営業部","27014","","1","1","3","393","","5","","ecl05886","1"
"26014","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 13:51:57","PVU_EX_1400","itg39895","09/16/2025 13:51:57","PVU_EX_1400","27041","（株）ケーエスケー京滋","26014","","3","3","3","395","","5","","ecl05886","1"
"26023","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 09:01:09","PVU_EX_1400","itg45886","04/03/2025 09:01:09","PVU_EX_1400","13159","メディセオ京都統括営業部","26023","","1","1","3","397","013","1","","ecl05886","1"
"26024","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:19:22","PVU_EX_1400","itg39895","09/16/2025 14:19:22","PVU_EX_1400","13015","東邦薬品（株）京都営業部","","","1","3","3","398","014","1","","ecl05886","1"
"26888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl07091","03/29/2018 18:50:00","803001","ecl07091","03/29/2018 18:50:00","803001","","京都の代理店","","","","","3","","","","","","0"
"26889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","京都の代理店","","","","","3","","","","","","0"
"27001","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:16:34","PVU_EX_1400","itg40916","02/08/2019 10:16:34","PVU_EX_1400","","丹平中田（株）西日本営業部","27001","","1","2","3","999","015","","","","0"
"27004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:32:40","PVU_EX_1400","itg37786","02/17/2026 16:32:40","PVU_EX_1400","13148","アルフレッサ関西","27004","","3","3","3","361","001","5","","ecl10223","1"
"27014","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:08:28","PVU_EX_1400","itg39895","09/16/2025 15:08:28","PVU_EX_1400","23048","（株）スズケン大阪営業部","27014","","1","3","3","365","008","5","","ecl07843","1"
"27041","12/25/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","12/25/2025 13:41:37","PVU_EX_1400","itg45886","12/25/2025 13:41:37","PVU_EX_1400","27041","（株）ケーエスケー","","","","","3","","","","","","1"
"27042","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:52:25","PVU_EX_1400","itg46273","09/12/2025 11:52:25","PVU_EX_1400","27041","（株）ケーエスケー大阪","27042","","3","3","3","368","008","5","","ecl07843","1"
"27068","12/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","23017","シーエス薬品（株）関西営業","","","3","","3","","","","","","0"
"27070","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:07:14","PVU_EX_1400","itg04213","04/23/2018 16:07:14","PVU_EX_1400","27803","（株）Ｐａｌｔａｃ近畿支社","27070","","2","","3","","","","","","0"
"27073","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:06:33","PVU_EX_1400","itg46273","09/16/2025 15:06:33","PVU_EX_1400","13159","メディセオ大阪・紀和統括","27073","","1","1","3","364","006","1","","","1"
"27074","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:20:14","PVU_EX_1400","itg37786","02/24/2026 14:20:14","PVU_EX_1400","13159","メディセオ大阪紀和統括営業","27074","","1","1","3","364","006","1","","ecl05673","1"
"27086","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:23:09","PVU_EX_1400","itg41755","04/15/2024 13:23:09","PVU_EX_1400","13015","東邦薬品（株）大阪営業部","","","1","1","3","371","","1","","ecl05673","1"
"27091","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:39:04","PVU_EX_1400","itg36186","01/14/2021 15:41:53","PVU_EX_1400","13803","（株）井田両国堂　千里店","27091","","","","3","","","","","","0"
"27100","04/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","03/31/2018 16:11:28","PVU_EX_1400","itg04213","03/31/2018 16:11:28","PVU_EX_1400","","株式会社アピスライフケア","","","1","1","1","","","","","","0"
"27194","10/09/2019 00:00:00","12/31/9999 00:00:00","0","itg19647","10/08/2019 11:33:21","PVU_EX_1400","itg19647","10/08/2019 11:33:21","PVU_EX_1400","27194","医）北斗会ネオメデックス","27194","","","","1","","","","","ecl05687","0"
"27803","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:08:00","PVU_EX_1400","itg04213","04/23/2018 16:08:00","PVU_EX_1400","27803","（株）Ｐａｌｔａｃ近畿","27803","","2","","3","","","","","","0"
"27806","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:45:05","PVU_EX_1400","itg36186","01/14/2021 15:55:06","PVU_EX_1400","13803","（株）井田両国堂　大阪","27806","","","","3","","","","","","0"
"27888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","大阪の代理店","","","","","3","","","","","","0"
"27889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","大阪の代理店","","","","","3","","","","","","0"
"27890","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:09:05","PVU_EX_1400","itg04213","04/23/2018 16:09:05","PVU_EX_1400","13012","アルフレッサＨＣ関西支社","27890","","2","2","2","","","","","","0"
"28008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:36:07","PVU_EX_1400","itg04283","04/16/2025 14:36:07","PVU_EX_1400","13148","アルフレッサ（株）兵庫","27004","","1","3","3","380","004","5","","ecl10223","1"
"28022","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:22:32","PVU_EX_1400","itg41755","04/15/2024 13:22:32","PVU_EX_1400","23048","（株）スズケン兵庫営業部","27014","","1","3","3","383","","5","","ecl05673","1"
"28023","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:36:40","PVU_EX_1400","itg04283","04/16/2025 14:36:40","PVU_EX_1400","27041","（株）ケーエスケー兵庫","28023","","3","3","3","382","011","5","","ecl10223","1"
"28026","04/05/2022 00:00:00","12/31/9999 00:00:00","0","itg19647","04/05/2022 16:13:12","PVU_EX_1400","itg19647","04/05/2022 16:13:12","PVU_EX_1400","","メディパルＨＤ","","","1","3","3","381","007","","","","1"
"28036","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:21:46","PVU_EX_1400","itg41755","04/15/2024 13:21:46","PVU_EX_1400","13159","メディセオ兵庫統括営業部","27074","","1","1","3","381","006","1","","ecl05673","1"
"28037","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:21:15","PVU_EX_1400","itg41755","04/15/2024 13:21:15","PVU_EX_1400","13015","東邦薬品（株）兵庫営業部","","","1","3","3","384","007","1","","ecl05673","1"
"28888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0908","03/29/2018 18:50:00","803001","ecld0908","03/29/2018 18:50:00","803001","","兵庫の代理店","","","","","3","","","","","","0"
"28889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0908","03/29/2018 18:50:00","803001","ecld0908","03/29/2018 18:50:00","803001","","兵庫の代理店","","","","","3","","","","","","0"
"29005","02/01/2012 00:00:00","12/31/9999 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","","（株）神田大薬局","","","","","3","999","999","","","","0"
"29010","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:37:43","PVU_EX_1400","itg39895","09/16/2025 14:37:43","PVU_EX_1400","13148","アルフレッサ奈良","27004","","3","3","3","362","002","","","","1"
"29012","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:09:30","PVU_EX_1400","itg39895","09/16/2025 15:09:30","PVU_EX_1400","23048","（株）スズケン奈良営業部","27014","","1","1","3","366","","5","","ecl07843","1"
"29015","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:38:20","PVU_EX_1400","itg39895","09/16/2025 14:38:20","PVU_EX_1400","13148","アルフレッサ（株）紀和","27004","","3","3","3","362","002","5","","ecl07843","1"
"29016","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:21:09","PVU_EX_1400","itg39895","09/16/2025 14:21:09","PVU_EX_1400","13015","東邦薬品（株）奈良営業部","","","1","3","3","372","016","1","","ecl07843","1"
"29888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","奈良の代理店","","","","","3","","","","","","0"
"29889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","奈良の代理店","","","","","3","","","","","","0"
"30008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:38:56","PVU_EX_1400","itg39895","09/16/2025 14:38:56","PVU_EX_1400","13148","アルフレッサ和歌山","27004","","3","3","3","363","003","","","","1"
"30016","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 13:54:59","PVU_EX_1400","itg39895","09/16/2025 13:54:59","PVU_EX_1400","27041","（株）ケーエスケー紀和","","","3","3","3","369","009","1","","ecl07843","1"
"30017","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:39:18","PVU_EX_1400","itg40916","02/08/2019 10:39:18","PVU_EX_1400","30017","（株）ナカヤマ","","","1","1","3","375","","","","","0"
"30018","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:21:50","PVU_EX_1400","itg39895","09/16/2025 14:21:50","PVU_EX_1400","13015","東邦薬品（株）和歌山営業部","","","1","3","3","373","017","1","","ecl07843","1"
"30502","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:10:13","PVU_EX_1400","itg39895","09/16/2025 15:10:13","PVU_EX_1400","23048","（株）スズケン和歌山営業部","27014","","1","1","3","367","","5","","ecl07843","1"
"30888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","和歌山の代理店","","","","","3","","","","","","0"
"30889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","和歌山の代理店","","","","","3","","","","","","0"
"31888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","鳥取の代理店","","","","","3","","","","","","0"
"31889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","鳥取の代理店","","","","","3","","","","","","0"
"32001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 16:25:49","PVU_EX_1400","itg37786","02/18/2026 16:25:49","PVU_EX_1400","34010","ティーエスアルフレッサ山陰","","","","","3","","","","","","0"
"32888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","島根の代理店","","","","","3","","","","","","0"
"32889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","島根の代理店","","","","","3","","","","","","0"
"33001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 11:55:58","PVU_EX_1400","itg37786","02/19/2026 11:55:58","PVU_EX_1400","34010","ティーエスアルフレッサ岡山","","","","","3","","","","","","0"
"33888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","岡山の代理店","","","","","3","","","","","","0"
"33889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","岡山の代理店","","","","","3","","","","","","0"
"34001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/24/2026 14:28:17","PVU_EX_1400","itg37786","02/24/2026 14:28:17","PVU_EX_1400","34012","（株）エバルスＥＶ営業本部","34012","","","","3","","","","","","0"
"34002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:50:18","PVU_EX_1400","itg19647","03/12/2026 16:33:39","PVU_EX_1400","34010","ティーエスアルフレッサ広島","","","","","3","","","","","","0"
"34003","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:38:15","PVU_EX_1400","itg04283","04/16/2025 14:38:15","PVU_EX_1400","34003","（株）サンキ","34003","","3","3","3","013","033","5","","ecl06052","1"
"34010","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg45886","11/30/2023 13:09:11","PVU_EX_1400","itg45886","11/30/2023 13:09:11","PVU_EX_1400","34010","ティーエスアルフレッサ（株","34010","","1","3","3","016","038","1","","ecl06770","0"
"34012","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:38:55","PVU_EX_1400","itg04283","04/16/2025 14:38:55","PVU_EX_1400","34012","（株）エバルス","34012","","1","3","3","017","028","5","","ecl06052","1"
"34019","12/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","34019","（株）健翔","34019","","2","3","3","","","","","","0"
"34031","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/12/2019 09:40:25","PVU_EX_1400","itg40916","02/12/2019 09:40:25","PVU_EX_1400","","（株）Ｐａｌｔａｃ広島","34031","","2","","3","","","","","","0"
"34037","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:28:45","PVU_EX_1400","itg40916","10/10/2019 11:28:45","PVU_EX_1400","27803","（株）Ｐａｌｔａｃ中国支社","34031","","2","","3","","","","","","0"
"34039","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:45:51","PVU_EX_1400","itg36186","01/14/2021 15:45:51","PVU_EX_1400","13803","（株）井田両国堂　広島店","34039","","","","3","","","","","","0"
"34040","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:19:21","PVU_EX_1400","itg41755","04/15/2024 13:19:21","PVU_EX_1400","41006","（株）アステム広島営業部","","","1","1","3","020","040","1","","ecl06770","1"
"34041","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:18:49","PVU_EX_1400","itg41755","04/15/2024 13:18:49","PVU_EX_1400","34041","（株）セイエル","34041","","1","1","1","012","030","1","","ecl06770","1"
"34044","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:41:01","PVU_EX_1400","itg40916","02/08/2019 10:41:01","PVU_EX_1400","34044","共創未来広島薬品（株）","","","1","1","3","390","","","","","0"
"34888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","広島の代理店","","","","","3","","","","","","0"
"34889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","広島の代理店","","","","","3","","","","","","0"
"34890","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/23/2018 16:09:58","PVU_EX_1400","itg04213","04/23/2018 16:09:58","PVU_EX_1400","13012","アルフレッサＨＣ西日本支社","34890","","2","2","2","","","","","","0"
"35001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 11:33:14","PVU_EX_1400","itg37786","02/18/2026 11:33:14","PVU_EX_1400","34010","ティーエスアルフレッサ山口","","","","","3","","","","","","0"
"35002","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:51:59","PVU_EX_1400","itg40916","02/08/2019 16:51:59","PVU_EX_1400","35002","常盤薬品（株）","35002","","3","2","3","190","143","","","","0"
"35003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:18:02","PVU_EX_1400","itg41755","04/15/2024 13:18:02","PVU_EX_1400","41006","（株）アステム山口営業部","","","3","3","3","022","042","1","","ecl06770","1"
"35013","12/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl03580","03/29/2018 18:50:00","803001","ecl03580","03/29/2018 18:50:00","803001","40035","（株）リードヘルスケア中国","35013","","2","2","3","025","041","","","","0"
"35019","10/10/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","10/10/2019 11:29:36","PVU_EX_1400","itg40916","10/10/2019 11:29:36","PVU_EX_1400","40035","（株）リードＨＣ中国営業部","35013","","2","2","3","025","041","","","","0"
"35022","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:42:32","PVU_EX_1400","itg40916","02/08/2019 10:42:32","PVU_EX_1400","35022","共創未来山口薬品（株）","","","1","1","3","380","","","","","0"
"35888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","山口の代理店","","","","","3","","","","","","0"
"35889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","山口の代理店","","","","","3","","","","","","0"
"36888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","徳島の代理店","","","","","3","022","022","","","","0"
"36889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","徳島の代理店","","","","","3","023","052","","","","0"
"37001","04/15/2021 00:00:00","12/31/9999 00:00:00","0","itg35320","04/15/2020 13:58:51","PVU_EX_1400","itg35320","04/15/2020 13:58:51","PVU_EX_1400","37001","四国アルフレッサ（株）","37001","","3","3","3","001","042","1","","ecl07086","1"
"37002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:52:56","PVU_EX_1400","itg19647","03/12/2026 16:35:24","PVU_EX_1400","37001","四国アルフレッサ香川・高知","","","","","3","","","","","","0"
"37010","10/28/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","10/28/2025 16:27:51","PVU_EX_1400","itg04283","10/28/2025 16:27:51","PVU_EX_1400","37010","（株）よんやく","37010","","3","3","3","003","044","1","","ecl09501","1"
"37011","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/10/2019 09:01:59","PVU_EX_1400","itg04213","04/10/2019 09:01:59","PVU_EX_1400","37011","（株）よんやくその他","","","3","3","1","","","","","","0"
"37017","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","05/21/2018 11:08:12","PVU_EX_1400","itg04213","05/21/2018 11:08:12","PVU_EX_1400","37017","四国薬業（株）","37017","","3","3","3","003","044","","","","1"
