"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairi_CD","Dairiten_NG","Blockdairi_CD","IchijiDairi_CD","SalsTokei_KBN","SitnDirtn_FLG","DaiSeisak_KBN","PrintI_CTL","PrintYK_CTL","Keikakutani_FLG","DairitenKenkei_KBN","RyutuBuin_CD","Kurini_FLG"
"05889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","秋田の代理店","","","","","3","","","","","","0"
"06002","05/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","04040","（株）アスカム山形支店","06002","","3","3","3","110","002","1","","","1"
"06007","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:57:47","PVU_EX_1400","itg43581","04/15/2024 11:57:47","PVU_EX_1400","15022","（株）マルタケ山形","","","1","3","3","502","028","","","ecl07689","1"
"06010","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:58:16","PVU_EX_1400","itg43581","04/15/2024 11:58:16","PVU_EX_1400","04041","（株）バイタルネット山形","","","3","3","3","115","001","5","","ecl07689","1"
"06014","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:58:41","PVU_EX_1400","itg43581","04/15/2024 11:58:41","PVU_EX_1400","23048","（株）スズケン山形営業部","04504","","1","3","3","254","","1","","ecl07689","1"
"06015","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:59:14","PVU_EX_1400","itg43581","04/15/2024 11:59:14","PVU_EX_1400","07004","東北アルフレッサ（株）山形","07004","","1","3","3","305","030","5","","ecl07689","1"
"06016","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 11:59:51","PVU_EX_1400","itg43581","04/15/2024 11:59:51","PVU_EX_1400","13015","東邦薬品（株）山形営業部","","","1","3","3","155","002","1","","ecl07689","1"
"06888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","山形の代理店","","","","","3","","","","","","0"
"06889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","山形の代理店","","","","","3","","","","","","0"
"07001","05/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","04040","（株）アスカム福島支店","07001","","3","3","3","111","002","1","","","1"
"07002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:47:37","PVU_EX_1400","itg19647","03/12/2026 16:31:46","PVU_EX_1400","07004","東北アルフレッサ（株）本社","","","","","3","","","","","","0"
"07004","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:36:36","PVU_EX_1400","itg04213","10/16/2024 11:36:36","PVU_EX_1400","07004","東北アルフレッサ（株）","07004","","1","3","3","306","017","5","","","1"
