"corporation_cd","region_cd","start_date","end_date","locale_id","region_cd_name","remark","delete_flag","create_user_cd","create_date","record_user_cd","record_date"
"1000","0161","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６１","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0161","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６１","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0162","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６２","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0162","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６２","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0163","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６３","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0163","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６３","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0164","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６４","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0164","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６４","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0165","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６５","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0165","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６５","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0166","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６６","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0166","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６６","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0167","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６７","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0167","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６７","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0168","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６８","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0168","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６８","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0169","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６９","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0169","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６９","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0170","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７０","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0170","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７０","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0171","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７１","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0171","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７１","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0172","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７２","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0172","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７２","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0173","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７３","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0173","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７３","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0174","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７４","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0174","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７４","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0175","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７５","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0175","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７５","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0176","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７６","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0176","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７６","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0177","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７７","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0177","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７７","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0178","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７８","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0178","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７８","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0179","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品７９","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0179","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品７９","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0180","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品８０","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
