"DairitenTK_CD","Corp_ID","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","RyutsuSoshiki_CD","RyutsuBuin_CD","SalsTokei_KBN","Hosho_FLG","DairitenTokeiShitei_FLG"
"15012","ECL","11/01/2016 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","51","09025","1","1","1"
"15012","ECL","10/01/2017 00:00:00","04/14/2019 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","51","07042","1","1","1"
"28008","ECL","04/24/2018 00:00:00","04/14/2019 00:00:00","0","itg04213","04/24/2018 13:42:41","PVU_EX_1400","itg04213","04/24/2018 13:42:41","PVU_EX_1400","52","06580","1","1","3"
"34041","ECL","04/24/2018 00:00:00","04/14/2021 00:00:00","0","itg04213","04/24/2018 13:47:17","PVU_EX_1400","itg04213","04/24/2018 13:47:17","PVU_EX_1400","54","07316","1","1","1"
"14001","ECL","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:13:25","PVU_EX_1400","itg04213","05/08/2018 15:13:25","PVU_EX_1400","51","","","0",""
"14001","EMEC","05/08/2018 00:00:00","10/09/2019 00:00:00","0","itg04213","05/08/2018 15:13:25","PVU_EX_1400","itg40916","10/09/2019 00:00:00","H191136","24","","","0",""
"14002","EA","05/08/2018 00:00:00","04/04/2022 00:00:00","0","itg04213","05/08/2018 15:24:46","PVU_EX_1400","itg04213","05/08/2018 15:24:46","PVU_EX_1400","04","","","0",""
"04003","ECL","05/21/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/21/2018 14:20:04","PVU_EX_1400","itg04213","05/21/2018 14:20:04","PVU_EX_1400","48","","","0",""
"04003","EMEC","05/21/2018 00:00:00","10/09/2019 00:00:00","0","itg04213","05/21/2018 14:20:06","PVU_EX_1400","itg40916","10/09/2019 00:00:00","H191136","24","","","0",""
"40010","ECL","10/02/2018 00:00:00","04/14/2020 00:00:00","0","itg04213","10/02/2018 13:44:51","PVU_EX_1400","itg04213","10/02/2018 13:44:51","PVU_EX_1400","55","06538","1","1","1"
"44014","ECL","10/02/2018 00:00:00","04/14/2020 00:00:00","0","itg04213","10/02/2018 13:54:50","PVU_EX_1400","itg04213","10/02/2018 14:07:57","PVU_EX_1400","55","06770","3","1","3"
"23049","ECL","02/15/2019 00:00:00","10/08/2020 00:00:00","0","itg19647","02/15/2019 13:11:43","PVU_EX_1400","itg19647","02/15/2019 13:24:34","PVU_EX_1400","52","07300","3","1",""
"16021","EA","04/01/2019 00:00:00","04/04/2022 00:00:00","0","ITSP","03/30/2018 21:56:22","ENW","ITSP","03/28/2019 00:00:00","2019KK","06","","","0",""
